allele1,allele2,similarity,overlap
A0202,A6901,0.75,124
A0202,C0401,0.625,8
A0202,B1542,0.8,5
A0202,C0602,0.804597701149,87
A0202,B7301,1.0,4
A0202,B5801,0.716374269006,342
A0202,B5802,0.928571428571,14
A0202,B0702,0.641025641026,468
A0202,B3503,0.837398373984,123
A0202,B3501,0.706030150754,398
A0202,A0206,0.796983285773,2453
A0202,A0207,0.444444444444,9
A0202,A0204,1.0,2
A0202,A0205,0.973684210526,38
A0202,A0202,1.0,2465
A0202,A0203,0.837000814996,2454
A0202,A0201,0.854648802274,2463
A0202,C0802,0.666666666667,9
A0202,B3901,0.75,8
A0202,B7,0.333333333333,3
A0202,B8,nan,0
A0202,B4601,0.727272727273,22
A0202,B2720,nan,0
A0202,A6601,0.0,1
A0202,C1402,0.0,5
A0202,B2710,nan,0
A0202,B5201,nan,0
A0202,A0101,0.751121076233,446
A0202,E0101,nan,0
A0202,A2402,0.757412398922,371
A0202,A2403,0.76,25
A0202,B1401,0.75,8
A0202,B1402,0.758064516129,62
A0202,A3301,0.744554455446,505
A0202,A3/11,nan,0
A0202,A6823,0.5,2
A0202,B4801,1.0,1
A0202,C0702,0.25,4
A0202,B4201,0.696078431373,102
A0202,B2704,nan,0
A0202,B4202,0.363636363636,11
A0202,B2702,nan,0
A0202,B2703,0.6,5
A0202,B2701,nan,0
A0202,A7401,0.5,2
A0202,B8301,0.5,4
A0202,A1102,nan,0
A0202,A1101,0.630048465267,619
A0202,B0803,1.0,1
A0202,B0802,0.75,8
A0202,B0801,0.722543352601,346
A0202,B5703,0.214285714286,14
A0202,B5702,0.166666666667,6
A0202,B5701,0.743190661479,257
A0202,A2902,0.749235474006,327
A0202,C0303,0.4,10
A0202,A0250,1.0,8
A0202,A3207,nan,0
A0202,A2501,0.454545454545,11
A0202,B1501,0.640804597701,348
A0202,A3201,0.8,100
A0202,B1502,nan,0
A0202,B1509,0.714285714286,7
A0202,E0103,1.0,1
A0202,B2706,nan,0
A0202,B1503,0.725806451613,124
A0202,B8101,0.333333333333,9
A0202,A3101,0.665511265165,577
A0202,B2705,0.758333333333,240
A0202,B60,nan,0
A0202,A24,1.0,1
A0202,A26,nan,0
A0202,B3701,0.5,8
A0202,B1517,0.75,4
A0202,A3215,0.0,1
A0202,B4506,0.8,5
A0202,B4501,0.787671232877,292
A0202,B1801,0.759581881533,287
A0202,B5101,0.781767955801,362
A0202,B5401,0.770308123249,357
A0202,A0302,nan,0
A0202,A0301,0.6224,625
A0202,A11,0.0,5
A0202,A1,nan,0
A0202,B4002,0.747330960854,281
A0202,A3,nan,0
A0202,A2,0.84,25
A0202,A6802,0.650637073572,2433
A0202,A6801,0.646153846154,585
A0202,A3001,0.657342657343,286
A0202,A3002,0.732704402516,318
A0202,Cw1,nan,0
A0202,C0501,0.8,5
A0202,C1203,0.5,10
A0202,Cw4,nan,0
A0202,A0319,1.0,1
A0202,B5301,0.719887955182,357
A0202,A2601,0.765903307888,393
A0202,A2602,0.5,2
A0202,A2603,nan,0
A0202,A8001,0.545454545455,11
A0202,B4403,0.780068728522,291
A0202,B4402,0.75786163522,318
A0202,B3801,0.833333333333,24
A0202,B4013,nan,0
A0203,C1502,0.566666666667,30
A0203,A2301,0.864314789688,737
A0203,A0217,0.518072289157,83
A0203,A0216,0.949938949939,819
A0203,A0211,0.906581740977,942
A0203,A0210,1.0,11
A0203,A0212,0.931615460852,1009
A0203,B51,nan,0
A0203,A0219,0.946728971963,1070
A0203,B4001,0.794751640112,1067
A0203,A6901,0.854206807964,1557
A0203,C0401,0.789855072464,138
A0203,B1542,0.784090909091,88
A0203,C0602,0.65671641791,134
A0203,B7301,0.888888888889,54
A0203,B5801,0.791962174941,1269
A0203,B5802,0.928571428571,14
A0203,B0702,0.718135469774,1373
A0203,B3503,0.790322580645,124
A0203,B3501,0.702010968921,1094
A0203,A0206,0.803227633069,3532
A0203,A0207,0.666666666667,21
A0203,A0204,1.0,2
A0203,A0205,1.0,30
A0203,A0202,0.837000814996,2454
A0203,A0203,1.0,4427
A0203,A0201,0.875888204642,4222
A0203,C0802,0.6,30
A0203,B3901,0.861450692747,1227
A0203,B7,0.25,4
A0203,B8,nan,0
A0203,B4601,0.944489795918,1225
A0203,B2720,0.352941176471,17
A0203,A6601,0.888888888889,27
A0203,C1402,0.346153846154,52
A0203,B2710,nan,0
A0203,B5201,nan,0
A0203,A0101,0.779266572638,1418
A0203,E0101,1.0,1
A0203,A2402,0.715481171548,478
A0203,A2403,0.864535768645,657
A0203,B1401,0.75,8
A0203,B1402,0.8,90
A0203,A3301,0.772994129159,511
A0203,A3/11,nan,0
A0203,A6823,0.4375,16
A0203,B4801,0.8940027894,717
A0203,C0702,0.214285714286,42
A0203,B4201,0.666666666667,102
A0203,B2704,nan,0
A0203,B4202,0.363636363636,11
A0203,B2702,1.0,4
A0203,B2703,0.998470948012,654
A0203,B2701,nan,0
A0203,A7401,0.5,2
A0203,B8301,0.5875,80
A0203,A1102,nan,0
A0203,A1101,0.70603848706,1507
A0203,B0803,0.895591647332,431
A0203,B0802,0.878706199461,742
A0203,B0801,0.781581092095,1227
A0203,B5703,0.142857142857,14
A0203,B5702,0.166666666667,6
A0203,B5701,0.883582089552,1675
A0203,A2902,0.831818181818,880
A0203,C0303,0.409090909091,44
A0203,A0250,0.967032967033,91
A0203,A3207,0.5,16
A0203,A2501,0.93063583815,692
A0203,B1501,0.797575757576,1650
A0203,A3201,0.724137931034,116
A0203,B1502,0.508771929825,57
A0203,B1509,0.858505564388,629
A0203,E0103,0.5,2
A0203,B2706,nan,0
A0203,B1503,0.68992248062,129
A0203,B8101,0.333333333333,9
A0203,A3101,0.755994358251,1418
A0203,B2705,0.791590493601,1094
A0203,B60,nan,0
A0203,A24,1.0,1
A0203,A26,nan,0
A0203,B3701,0.6,10
A0203,B1517,0.8228980322,1118
A0203,A3215,0.5,16
A0203,B4506,0.793103448276,87
A0203,B4501,0.809523809524,294
A0203,B1801,0.859136212625,1505
A0203,B5101,0.898290598291,1170
A0203,B5401,0.792817679558,362
A0203,A0302,nan,0
A0203,A0301,0.773828756058,1857
A0203,A11,0.0,5
A0203,A1,nan,0
A0203,B4002,0.775800711744,281
A0203,A3,nan,0
A0203,A2,0.76,25
A0203,A6802,0.732431637754,3401
A0203,A6801,0.671742808799,591
A0203,A3001,0.715238095238,1050
A0203,A3002,0.764204545455,352
A0203,Cw1,nan,0
A0203,C0501,0.54,50
A0203,C1203,0.555555555556,45
A0203,Cw4,nan,0
A0203,A0319,0.777777777778,9
A0203,B5301,0.755784061697,389
A0203,A2601,0.844628099174,1815
A0203,A2602,0.76370510397,529
A0203,A2603,0.842767295597,477
A0203,A8001,0.898113207547,795
A0203,B4403,0.80204778157,293
A0203,B4402,0.818027210884,588
A0203,B3801,0.846416382253,293
A0203,B4013,0.5,10
A0201,C1502,0.576923076923,52
A0201,A2301,0.827706635623,859
A0201,A0217,0.570588235294,170
A0201,A0216,0.942726231386,873
A0201,A0211,0.893982808023,1047
A0201,A0210,0.9375,16
A0201,A0212,0.947463768116,1104
A0201,B51,nan,0
A0201,A0219,0.925699300699,1144
A0201,B4001,0.844142785319,1989
A0201,A6901,0.855322646938,2433
A0201,C0401,0.690909090909,165
A0201,B1542,0.697247706422,109
A0201,C0602,0.670967741935,155
A0201,B7301,0.884615384615,78
A0201,B5801,0.817179604961,2177
A0201,B5802,0.952380952381,21
A0201,B0702,0.766917293233,2394
A0201,B3503,0.8515625,128
A0201,B3501,0.725598526703,1629
A0201,A0206,0.838808463252,3592
A0201,A0207,0.809523809524,42
A0201,A0204,1.0,2
A0201,A0205,1.0,39
A0201,A0202,0.854648802274,2463
A0201,A0203,0.875888204642,4222
A0201,A0201,1.0,8826
A0201,C0802,0.583333333333,48
A0201,B3901,0.814006024096,1328
A0201,B7,0.125,8
A0201,B8,0.0,1
A0201,B4601,0.877192982456,1425
A0201,B2720,0.45,20
A0201,A6601,0.807692307692,52
A0201,C1402,0.428571428571,70
A0201,B2710,1.0,1
A0201,B5201,nan,0
A0201,A0101,0.81694214876,2420
A0201,E0101,0.0,1
A0201,A2402,0.77724665392,1046
A0201,A2403,0.791537667699,969
A0201,B1401,0.575,40
A0201,B1402,0.708333333333,144
A0201,A3301,0.786641929499,539
A0201,A3/11,nan,0
A0201,A6823,0.454545454545,22
A0201,B4801,0.915697674419,688
A0201,C0702,0.22641509434,53
A0201,B4201,0.71568627451,102
A0201,B2704,1.0,1
A0201,B4202,0.363636363636,11
A0201,B2702,1.0,5
A0201,B2703,0.843832020997,762
A0201,B2701,1.0,1
A0201,A7401,0.5,2
A0201,B8301,0.545454545455,99
A0201,A1102,1.0,2
A0201,A1101,0.762705082033,2499
A0201,B0803,0.899014778325,406
A0201,B0802,0.898030127462,863
A0201,B0801,0.822916666667,2016
A0201,B5703,0.2,15
A0201,B5702,0.142857142857,7
A0201,B5701,0.826827927433,1819
A0201,A2902,0.771317829457,1032
A0201,C0303,0.391891891892,74
A0201,A0250,0.787878787879,132
A0201,A3207,0.409090909091,22
A0201,A2501,0.780905752754,817
A0201,B1501,0.764684684685,2775
A0201,A3201,0.775147928994,169
A0201,B1502,0.313253012048,83
A0201,B1509,0.899310344828,725
A0201,E0103,0.333333333333,3
A0201,B2706,1.0,1
A0201,B1503,0.718085106383,188
A0201,B8101,0.333333333333,9
A0201,A3101,0.797036371801,2227
A0201,B2705,0.840178129639,2021
A0201,B60,nan,0
A0201,A24,1.0,1
A0201,A26,nan,0
A0201,B3701,0.666666666667,18
A0201,B1517,0.748760330579,1210
A0201,A3215,0.52,25
A0201,B4506,0.712962962963,108
A0201,B4501,0.803389830508,295
A0201,B1801,0.807483403742,1657
A0201,B5101,0.838383838384,1287
A0201,B5401,0.787465940054,367
A0201,A0302,0.5,4
A0201,A0301,0.776676577469,3027
A0201,A11,0.0,5
A0201,A1,0.0,1
A0201,B4002,0.774305555556,288
A0201,A3,nan,0
A0201,A2,0.870967741935,31
A0201,A6802,0.725021846781,3433
A0201,A6801,0.657512116317,619
A0201,A3001,0.764375,1600
A0201,A3002,0.727272727273,407
A0201,Cw1,nan,0
A0201,C0501,0.533333333333,60
A0201,C1203,0.52380952381,63
A0201,Cw4,nan,0
A0201,A0319,0.727272727273,11
A0201,B5301,0.748792270531,414
A0201,A2601,0.825048923679,2555
A0201,A2602,0.754940711462,506
A0201,A2603,0.843956043956,455
A0201,A8001,0.801762114537,908
A0201,B4403,0.803333333333,300
A0201,B4402,0.865071770335,1045
A0201,B3801,0.889273356401,289
A0201,B4013,0.538461538462,13
C0802,C1502,0.5,10
C0802,A2301,0.5,10
C0802,A0217,0.5,2
C0802,A0216,1.0,5
C0802,A0211,0.578947368421,19
C0802,A0210,nan,0
C0802,A0212,0.55,20
C0802,B51,nan,0
C0802,A0219,0.578947368421,19
C0802,B4001,0.733333333333,15
C0802,A6901,0.538461538462,26
C0802,C0401,0.59375,32
C0802,B1542,0.736842105263,19
C0802,C0602,0.368421052632,19
C0802,B7301,nan,0
C0802,B5801,0.52380952381,21
C0802,B5802,1.0,1
C0802,B0702,0.608695652174,23
C0802,B3503,1.0,1
C0802,B3501,0.444444444444,9
C0802,A0206,0.545454545455,22
C0802,A0207,nan,0
C0802,A0204,nan,0
C0802,A0205,nan,0
C0802,A0202,0.666666666667,9
C0802,A0203,0.6,30
C0802,A0201,0.583333333333,48
C0802,C0802,1.0,87
C0802,B3901,0.818181818182,11
C0802,B7,nan,0
C0802,B8,nan,0
C0802,B4601,0.388888888889,18
C0802,B2720,0.285714285714,7
C0802,A6601,nan,0
C0802,C1402,0.294117647059,17
C0802,B2710,nan,0
C0802,B5201,nan,0
C0802,A0101,0.518518518519,27
C0802,E0101,nan,0
C0802,A2402,0.7,10
C0802,A2403,0.428571428571,7
C0802,B1401,nan,0
C0802,B1402,1.0,1
C0802,A3301,0.7,10
C0802,A3/11,nan,0
C0802,A6823,0.142857142857,7
C0802,B4801,0.5,6
C0802,C0702,0.166666666667,6
C0802,B4201,1.0,1
C0802,B2704,nan,0
C0802,B4202,nan,0
C0802,B2702,nan,0
C0802,B2703,0.571428571429,7
C0802,B2701,nan,0
C0802,A7401,nan,0
C0802,B8301,0.764705882353,17
C0802,A1102,nan,0
C0802,A1101,0.45,20
C0802,B0803,0.5,2
C0802,B0802,0.666666666667,9
C0802,B0801,0.6875,16
C0802,B5703,0.0,1
C0802,B5702,nan,0
C0802,B5701,0.615384615385,13
C0802,A2902,0.25,8
C0802,C0303,0.611111111111,18
C0802,A0250,0.333333333333,3
C0802,A3207,0.0,4
C0802,A2501,0.285714285714,7
C0802,B1501,0.2,20
C0802,A3201,1.0,1
C0802,B1502,1.0,1
C0802,B1509,0.857142857143,7
C0802,E0103,nan,0
C0802,B2706,nan,0
C0802,B1503,0.0,1
C0802,B8101,nan,0
C0802,A3101,0.5,20
C0802,B2705,0.733333333333,15
C0802,B60,nan,0
C0802,A24,nan,0
C0802,A26,nan,0
C0802,B3701,1.0,1
C0802,B1517,0.444444444444,9
C0802,A3215,0.333333333333,6
C0802,B4506,0.789473684211,19
C0802,B4501,1.0,2
C0802,B1801,0.666666666667,12
C0802,B5101,0.6,15
C0802,B5401,0.6,5
C0802,A0302,nan,0
C0802,A0301,0.48,25
C0802,A11,nan,0
C0802,A1,nan,0
C0802,B4002,1.0,2
C0802,A3,nan,0
C0802,A2,nan,0
C0802,A6802,0.5,18
C0802,A6801,0.5,10
C0802,A3001,0.555555555556,18
C0802,A3002,0.4,5
C0802,Cw1,nan,0
C0802,C0501,0.571428571429,14
C0802,C1203,0.235294117647,17
C0802,Cw4,nan,0
C0802,A0319,0.2,5
C0802,B5301,0.6,5
C0802,A2601,0.45,20
C0802,A2602,0.333333333333,3
C0802,A2603,1.0,2
C0802,A8001,0.363636363636,11
C0802,B4403,1.0,2
C0802,B4402,0.833333333333,6
C0802,B3801,0.75,4
C0802,B4013,0.25,4
B3901,C1502,0.52,25
B3901,A2301,0.903448275862,435
B3901,A0217,0.5,2
B3901,A0216,0.908629441624,591
B3901,A0211,0.860162601626,615
B3901,A0210,1.0,11
B3901,A0212,0.913333333333,750
B3901,B51,nan,0
B3901,A0219,0.919230769231,780
B3901,B4001,0.717712177122,542
B3901,A6901,0.8772845953,1149
B3901,C0401,0.743119266055,109
B3901,B1542,0.720588235294,68
B3901,C0602,0.605263157895,38
B3901,B7301,0.866666666667,45
B3901,B5801,0.737532808399,762
B3901,B5802,nan,0
B3901,B0702,0.653950953678,734
B3901,B3503,nan,0
B3901,B3501,0.653846153846,546
B3901,A0206,0.658914728682,645
B3901,A0207,nan,0
B3901,A0204,nan,0
B3901,A0205,nan,0
B3901,A0202,0.75,8
B3901,A0203,0.861450692747,1227
B3901,A0201,0.814006024096,1328
B3901,C0802,0.818181818182,11
B3901,B3901,1.0,1525
B3901,B7,1.0,1
B3901,B8,nan,0
B3901,B4601,0.901610017889,1118
B3901,B2720,0.714285714286,14
B3901,A6601,0.891891891892,37
B3901,C1402,0.444444444444,36
B3901,B2710,nan,0
B3901,B5201,nan,0
B3901,A0101,0.700365408039,821
B3901,E0101,0.0,1
B3901,A2402,0.604938271605,81
B3901,A2403,0.867756315007,673
B3901,B1401,nan,0
B3901,B1402,0.975,40
B3901,A3301,0.909090909091,11
B3901,A3/11,nan,0
B3901,A6823,0.416666666667,12
B3901,B4801,0.84328358209,536
B3901,C0702,0.3,30
B3901,B4201,nan,0
B3901,B2704,nan,0
B3901,B4202,nan,0
B3901,B2702,1.0,4
B3901,B2703,0.974564926372,747
B3901,B2701,nan,0
B3901,A7401,nan,0
B3901,B8301,0.564516129032,62
B3901,A1102,nan,0
B3901,A1101,0.774590163934,732
B3901,B0803,0.859154929577,284
B3901,B0802,0.851985559567,554
B3901,B0801,0.778248587571,708
B3901,B5703,nan,0
B3901,B5702,nan,0
B3901,B5701,0.858108108108,1332
B3901,A2902,0.795414462081,567
B3901,C0303,0.571428571429,14
B3901,A0250,1.0,28
B3901,A3207,0.4,10
B3901,A2501,0.92828685259,753
B3901,B1501,0.767088607595,1185
B3901,A3201,0.2,5
B3901,B1502,0.4,55
B3901,B1509,0.870769230769,650
B3901,E0103,nan,0
B3901,B2706,nan,0
B3901,B1503,0.25,4
B3901,B8101,nan,0
B3901,A3101,0.745689655172,696
B3901,B2705,0.738571428571,700
B3901,B60,nan,0
B3901,A24,nan,0
B3901,A26,nan,0
B3901,B3701,0.5,2
B3901,B1517,0.770377733598,1006
B3901,A3215,0.375,8
B3901,B4506,0.731343283582,67
B3901,B4501,0.833333333333,6
B3901,B1801,0.857890148213,1147
B3901,B5101,0.939884393064,865
B3901,B5401,1.0,8
B3901,A0302,nan,0
B3901,A0301,0.847161572052,1145
B3901,A11,nan,0
B3901,A1,nan,0
B3901,B4002,1.0,4
B3901,A3,nan,0
B3901,A2,nan,0
B3901,A6802,0.878281622912,838
B3901,A6801,0.909090909091,11
B3901,A3001,0.750394944708,633
B3901,A3002,0.913043478261,46
B3901,Cw1,nan,0
B3901,C0501,0.4,25
B3901,C1203,0.225806451613,31
B3901,Cw4,nan,0
B3901,A0319,0.571428571429,7
B3901,B5301,0.978723404255,47
B3901,A2601,0.840495265841,1373
B3901,A2602,0.667525773196,388
B3901,A2603,0.787425149701,334
B3901,A8001,0.848009650181,829
B3901,B4403,0.833333333333,6
B3901,B4402,0.669117647059,272
B3901,B3801,0.884758364312,269
B3901,B4013,0.75,4
B7,C1502,nan,0
B7,A2301,0.333333333333,3
B7,A0217,nan,0
B7,A0216,nan,0
B7,A0211,nan,0
B7,A0210,nan,0
B7,A0212,nan,0
B7,B51,nan,0
B7,A0219,nan,0
B7,B4001,0.125,8
B7,A6901,0.428571428571,7
B7,C0401,0.0,1
B7,B1542,0.0,1
B7,C0602,nan,0
B7,B7301,nan,0
B7,B5801,0.125,8
B7,B5802,nan,0
B7,B0702,0.857142857143,14
B7,B3503,nan,0
B7,B3501,0.555555555556,9
B7,A0206,0.25,4
B7,A0207,nan,0
B7,A0204,nan,0
B7,A0205,nan,0
B7,A0202,0.333333333333,3
B7,A0203,0.25,4
B7,A0201,0.125,8
B7,C0802,nan,0
B7,B3901,1.0,1
B7,B7,1.0,48
B7,B8,nan,0
B7,B4601,0.0,5
B7,B2720,nan,0
B7,A6601,nan,0
B7,C1402,0.0,1
B7,B2710,nan,0
B7,B5201,nan,0
B7,A0101,0.125,8
B7,E0101,nan,0
B7,A2402,0.142857142857,7
B7,A2403,nan,0
B7,B1401,nan,0
B7,B1402,nan,0
B7,A3301,0.333333333333,3
B7,A3/11,nan,0
B7,A6823,nan,0
B7,B4801,0.0,1
B7,C0702,nan,0
B7,B4201,nan,0
B7,B2704,nan,0
B7,B4202,nan,0
B7,B2702,nan,0
B7,B2703,nan,0
B7,B2701,nan,0
B7,A7401,nan,0
B7,B8301,1.0,1
B7,A1102,nan,0
B7,A1101,0.125,8
B7,B0803,nan,0
B7,B0802,0.0,5
B7,B0801,0.125,8
B7,B5703,nan,0
B7,B5702,nan,0
B7,B5701,0.25,4
B7,A2902,0.333333333333,3
B7,C0303,nan,0
B7,A0250,nan,0
B7,A3207,nan,0
B7,A2501,nan,0
B7,B1501,0.125,8
B7,A3201,nan,0
B7,B1502,nan,0
B7,B1509,0.0,2
B7,E0103,nan,0
B7,B2706,nan,0
B7,B1503,nan,0
B7,B8101,nan,0
B7,A3101,0.142857142857,7
B7,B2705,0.125,8
B7,B60,nan,0
B7,A24,nan,0
B7,A26,nan,0
B7,B3701,nan,0
B7,B1517,0.0,1
B7,A3215,nan,0
B7,B4506,0.0,1
B7,B4501,0.333333333333,3
B7,B1801,0.142857142857,7
B7,B5101,0.428571428571,7
B7,B5401,0.142857142857,7
B7,A0302,nan,0
B7,A0301,0.125,8
B7,A11,nan,0
B7,A1,nan,0
B7,B4002,0.333333333333,3
B7,A3,nan,0
B7,A2,nan,0
B7,A6802,0.666666666667,3
B7,A6801,0.333333333333,3
B7,A3001,0.0,6
B7,A3002,1.0,3
B7,Cw1,nan,0
B7,C0501,0.0,1
B7,C1203,nan,0
B7,Cw4,nan,0
B7,A0319,nan,0
B7,B5301,0.142857142857,7
B7,A2601,0.25,8
B7,A2602,nan,0
B7,A2603,nan,0
B7,A8001,nan,0
B7,B4403,0.333333333333,3
B7,B4402,0.2,5
B7,B3801,0.0,1
B7,B4013,nan,0
B8,C1502,nan,0
B8,A2301,nan,0
B8,A0217,nan,0
B8,A0216,nan,0
B8,A0211,nan,0
B8,A0210,nan,0
B8,A0212,nan,0
B8,B51,nan,0
B8,A0219,nan,0
B8,B4001,nan,0
B8,A6901,nan,0
B8,C0401,nan,0
B8,B1542,nan,0
B8,C0602,nan,0
B8,B7301,nan,0
B8,B5801,nan,0
B8,B5802,nan,0
B8,B0702,nan,0
B8,B3503,nan,0
B8,B3501,nan,0
B8,A0206,nan,0
B8,A0207,nan,0
B8,A0204,nan,0
B8,A0205,nan,0
B8,A0202,nan,0
B8,A0203,nan,0
B8,A0201,0.0,1
B8,C0802,nan,0
B8,B3901,nan,0
B8,B7,nan,0
B8,B8,1.0,1
B8,B4601,nan,0
B8,B2720,nan,0
B8,A6601,nan,0
B8,C1402,nan,0
B8,B2710,nan,0
B8,B5201,nan,0
B8,A0101,nan,0
B8,E0101,nan,0
B8,A2402,nan,0
B8,A2403,nan,0
B8,B1401,nan,0
B8,B1402,nan,0
B8,A3301,nan,0
B8,A3/11,nan,0
B8,A6823,nan,0
B8,B4801,nan,0
B8,C0702,nan,0
B8,B4201,nan,0
B8,B2704,nan,0
B8,B4202,nan,0
B8,B2702,nan,0
B8,B2703,nan,0
B8,B2701,nan,0
B8,A7401,nan,0
B8,B8301,nan,0
B8,A1102,nan,0
B8,A1101,nan,0
B8,B0803,nan,0
B8,B0802,nan,0
B8,B0801,nan,0
B8,B5703,nan,0
B8,B5702,nan,0
B8,B5701,nan,0
B8,A2902,nan,0
B8,C0303,nan,0
B8,A0250,nan,0
B8,A3207,nan,0
B8,A2501,nan,0
B8,B1501,nan,0
B8,A3201,nan,0
B8,B1502,nan,0
B8,B1509,nan,0
B8,E0103,nan,0
B8,B2706,nan,0
B8,B1503,nan,0
B8,B8101,nan,0
B8,A3101,nan,0
B8,B2705,nan,0
B8,B60,nan,0
B8,A24,nan,0
B8,A26,nan,0
B8,B3701,nan,0
B8,B1517,nan,0
B8,A3215,nan,0
B8,B4506,nan,0
B8,B4501,nan,0
B8,B1801,nan,0
B8,B5101,nan,0
B8,B5401,nan,0
B8,A0302,nan,0
B8,A0301,1.0,1
B8,A11,nan,0
B8,A1,1.0,1
B8,B4002,nan,0
B8,A3,nan,0
B8,A2,nan,0
B8,A6802,nan,0
B8,A6801,nan,0
B8,A3001,nan,0
B8,A3002,nan,0
B8,Cw1,nan,0
B8,C0501,nan,0
B8,C1203,nan,0
B8,Cw4,nan,0
B8,A0319,nan,0
B8,B5301,nan,0
B8,A2601,nan,0
B8,A2602,nan,0
B8,A2603,nan,0
B8,A8001,nan,0
B8,B4403,nan,0
B8,B4402,nan,0
B8,B3801,nan,0
B8,B4013,nan,0
B4601,C1502,0.636363636364,33
B4601,A2301,0.961275626424,439
B4601,A0217,1.0,2
B4601,A0216,0.954344624448,679
B4601,A0211,0.879360465116,688
B4601,A0210,1.0,9
B4601,A0212,0.915934755332,797
B4601,B51,nan,0
B4601,A0219,0.969837587007,862
B4601,B4001,0.943472409152,743
B4601,A6901,0.952421410365,1177
B4601,C0401,0.782258064516,124
B4601,B1542,0.744186046512,86
B4601,C0602,0.5,50
B4601,B7301,1.0,1
B4601,B5801,0.904500548847,911
B4601,B5802,0.636363636364,22
B4601,B0702,0.771084337349,830
B4601,B3503,0.818181818182,11
B4601,B3501,0.773613193403,667
B4601,A0206,0.706730769231,624
B4601,A0207,0.375,8
B4601,A0204,nan,0
B4601,A0205,nan,0
B4601,A0202,0.727272727273,22
B4601,A0203,0.944489795918,1225
B4601,A0201,0.877192982456,1425
B4601,C0802,0.388888888889,18
B4601,B3901,0.901610017889,1118
B4601,B7,0.0,5
B4601,B8,nan,0
B4601,B4601,1.0,1784
B4601,B2720,0.578947368421,19
B4601,A6601,0.926829268293,41
B4601,C1402,0.566037735849,53
B4601,B2710,nan,0
B4601,B5201,nan,0
B4601,A0101,0.879640044994,889
B4601,E0101,nan,0
B4601,A2402,0.904191616766,167
B4601,A2403,0.952887537994,658
B4601,B1401,1.0,1
B4601,B1402,0.9375,48
B4601,A3301,0.75,24
B4601,A3/11,nan,0
B4601,A6823,0.470588235294,17
B4601,B4801,0.962199312715,582
B4601,C0702,0.538461538462,26
B4601,B4201,0.833333333333,6
B4601,B2704,nan,0
B4601,B4202,nan,0
B4601,B2702,nan,0
B4601,B2703,0.995043370508,807
B4601,B2701,nan,0
B4601,A7401,nan,0
B4601,B8301,0.585365853659,82
B4601,A1102,nan,0
B4601,A1101,0.835064935065,770
B4601,B0803,0.933054393305,239
B4601,B0802,0.981196581197,585
B4601,B0801,0.857329842932,764
B4601,B5703,0.285714285714,7
B4601,B5702,0.5,4
B4601,B5701,0.938493434692,1447
B4601,A2902,0.868965517241,725
B4601,C0303,0.607142857143,28
B4601,A0250,0.69696969697,33
B4601,A3207,0.461538461538,13
B4601,A2501,0.963414634146,820
B4601,B1501,0.851878100638,1411
B4601,A3201,0.4,10
B4601,B1502,0.339622641509,106
B4601,B1509,0.94298245614,456
B4601,E0103,0.5,2
B4601,B2706,nan,0
B4601,B1503,0.666666666667,15
B4601,B8101,nan,0
B4601,A3101,0.852161785216,717
B4601,B2705,0.929866989117,827
B4601,B60,nan,0
B4601,A24,nan,0
B4601,A26,nan,0
B4601,B3701,0.666666666667,3
B4601,B1517,0.849190283401,988
B4601,A3215,0.578947368421,19
B4601,B4506,0.741176470588,85
B4601,B4501,0.866666666667,15
B4601,B1801,0.96212731668,1241
B4601,B5101,0.970998925886,931
B4601,B5401,0.777777777778,18
B4601,A0302,nan,0
B4601,A0301,0.90851513019,1421
B4601,A11,nan,0
B4601,A1,nan,0
B4601,B4002,0.769230769231,13
B4601,A3,nan,0
B4601,A2,nan,0
B4601,A6802,0.953634085213,798
B4601,A6801,0.708333333333,24
B4601,A3001,0.776683087028,609
B4601,A3002,0.890625,64
B4601,Cw1,nan,0
B4601,C0501,0.46511627907,43
B4601,C1203,0.44,50
B4601,Cw4,nan,0
B4601,A0319,0.285714285714,7
B4601,B5301,0.901639344262,61
B4601,A2601,0.93552908199,1427
B4601,A2602,0.787456445993,287
B4601,A2603,0.865306122449,245
B4601,A8001,0.94060475162,926
B4601,B4403,0.733333333333,15
B4601,B4402,0.975543478261,368
B4601,B3801,0.966804979253,241
B4601,B4013,0.615384615385,13
B2720,C1502,0.269230769231,26
B2720,A2301,0.0,1
B2720,A0217,nan,0
B2720,A0216,0.0,2
B2720,A0211,0.666666666667,6
B2720,A0210,nan,0
B2720,A0212,0.25,4
B2720,B51,nan,0
B2720,A0219,0.4,5
B2720,B4001,0.25,4
B2720,A6901,0.2,10
B2720,C0401,0.032967032967,91
B2720,B1542,0.0549450549451,91
B2720,C0602,0.392857142857,56
B2720,B7301,0.3,10
B2720,B5801,0.1875,16
B2720,B5802,nan,0
B2720,B0702,0.565217391304,23
B2720,B3503,nan,0
B2720,B3501,0.470588235294,17
B2720,A0206,0.529411764706,17
B2720,A0207,nan,0
B2720,A0204,nan,0
B2720,A0205,nan,0
B2720,A0202,nan,0
B2720,A0203,0.352941176471,17
B2720,A0201,0.45,20
B2720,C0802,0.285714285714,7
B2720,B3901,0.714285714286,14
B2720,B7,nan,0
B2720,B8,nan,0
B2720,B4601,0.578947368421,19
B2720,B2720,1.0,91
B2720,A6601,nan,0
B2720,C1402,0.847826086957,46
B2720,B2710,nan,0
B2720,B5201,nan,0
